# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,3.7960671270179756,4.832698180602087,0.0,0,3.0,0,0.0,0.0,0.25399753825644505
 0.006994183590645128,3.796140504924125,4.832698180602087,0.0,0.020982550771935386,3.0000000000000004,0,0.0017765054141374859,0.0,1.856793594495682
 0.009864311819981961,3.7962130839894983,4.832698180602087,0.0,0.029592935459945888,3.0,0,0.0071057411257513525,0.0,4.066524558715484
 0.012048271201699521,3.7962848682764,4.832698180602087,0.0,0.036144813605098566,3.0,0,0.015986865586742893,0.0,6.808852194635661
 0.013874072441394268,3.796355861847139,4.832698180602087,0.0,0.0416222173241828,2.9999999999999973,0,0.02841847636460698,0.0,10.01842681957752
 0.015469146626899655,3.7964260687640223,4.832698180602087,0.0,0.04640743988069896,2.999999999999998,0,0.04439861036388992,0.0,13.65570582735506
 0.016899034910900463,3.7964954930893553,4.832698180602087,0.0,0.05069710473270138,2.9999999999999964,0,0.06392474413618648,0.0,17.69443148138106
 0.01820278124299972,3.7965641388854463,4.832698180602087,0.0,0.05460834372899915,3.0000000000000027,0,0.08699379427861864,0.0,22.116198409301234
 0.01940589595329898,3.796632010214601,4.832698180602087,0.0,0.05821768785989694,3.0000000000000058,0,0.11360211792074609,0.0,26.90769302809355
 0.02052614789565588,3.796699111139127,4.832698180602087,0.0,0.061578443686967646,3.000000000000003,0,0.1437455132998111,0.0,32.05912825032537
 0.021576510427709288,3.796765445721331,4.832698180602087,0.0,0.06472953128312788,3.0000000000000067,0,0.1774192204242478,0.0,37.563283738102285
 0.02256680461126513,3.79683101802352,4.832698180602087,0.0,0.06770041383379541,3.0000000000000036,0,0.21461792182534828,0.0,43.41488210351779
 0.023504681661685328,3.7968958321080013,4.832698180602087,0.0,0.07051404498505599,2.9999999999999964,0,0.2553357433969361,0.0,49.61016479889688
 0.024396243141179073,3.796959892037081,4.832698180602087,0.0,0.07318872942353723,2.999999999999996,0,0.29956625532296915,0.0,56.146593323913365
 0.02524644998266129,3.797023201873066,4.832698180602087,0.0,0.07573934994798387,2.999999999999992,0,0.34730247309288004,0.0,63.02263262247237
 0.02605940214571255,3.7970857656782635,4.832698180602087,0.0,0.07817820643713765,3.0,0,0.3985368586045038,0.0,70.23759036579713
 0.026838535690370573,3.7971475875149805,4.832698180602087,0.0,0.08051560707111172,2.9999999999999956,0,0.45326132135444563,0.0,77.79149544187597
 0.027586765275501652,3.797208671445524,4.832698180602087,0.0,0.08276029582650495,2.9999999999999907,0,0.5114672197156467,0.0,85.68500467090773
 0.028306589506395453,3.797269021532201,4.832698180602087,0.0,0.08491976851918635,3.000000000000005,0,0.5731453623020146,0.0,93.91933033015911
 0.029000170336761593,3.7973286418373173,4.832698180602087,0.0,0.08700051101028478,3.000000000000005,0,0.6382860094198382,0.0,102.49618332505638
 0.0296693939406145,3.7973875364231806,4.832698180602087,0.0,0.0890081818218435,3.0,0,0.7068788746058008,0.0,111.4177283657737
 0.030315918086296734,3.797445709352098,4.832698180602087,0.0,0.09094775425889019,2.9999999999999893,0,0.7789131262513377,0.0,120.68654848988736
 0.030941209504487012,3.7975031646863764,4.832698180602087,0.0,0.09282362851346102,2.9999999999999836,0,0.8543773893130691,0.0,130.30561698600545
 0.031546573721475804,3.7975599064883223,4.832698180602087,0.0,0.09463972116442738,2.9999999999999885,0,0.9332597471090437,0.0,140.27827527890037
 0.0321331791379445,3.7976159388202424,4.832698180602087,0.0,0.09639953741383349,3.0000000000000235,0,1.0155477432005335,0.0,150.60821565993643
 0.03270207665647014,3.797671265744444,4.832698180602087,0.0,0.0981062299694104,3.0,0,1.1012283833590455,0.0,161.29946804412958
 0.03325421582555186,3.797725891323234,4.832698180602087,0.0,0.09976264747665556,2.9999999999999876,0,1.1902881376182548,0.0,172.35639008370586
 0.03379045822856001,3.7977798196189196,4.832698180602087,0.0,0.10137137468568,3.0,0,1.2827129424105508,0.0,183.78366015290229
 0.034311588672352455,3.7978330546938066,4.832698180602087,0.0,0.10293476601705735,3.0000000000000133,0,1.3784882027878333,0.0,195.58627278379032
 0.03481832460288455,3.7978856006102033,4.832698180602087,0.0,0.10445497380865365,3.0000000000000138,0,1.477598794726232,0.0,207.7695363022432
 0.03531132408014722,3.7979374614304153,4.832698180602087,0.0,0.10593397224044167,3.000000000000028,0,1.5800290675143447,0.0,220.33907231832362
 0.03579119257372787,3.79798864121675,4.832698180602087,0.0,0.10737357772118361,2.9999999999999853,0,1.6857628462246965,0.0,233.3008169955129
 0.036258488785748076,3.798039144031515,4.832698180602087,0.0,0.10877546635724424,3.0000000000000147,0,1.794783434267919,0.0,246.66102386985762
 0.036713729666531435,3.7980889739370163,4.832698180602087,0.0,0.11014118899959431,3.0,0,1.907073616029358,0.0,260.42626812296453
 0.03715739475604417,3.7981381349955603,4.832698180602087,0.0,0.11147218426813252,3.0000000000000155,0,2.0226156595876,0.0,274.60345221440116
 0.03758992995896736,3.7981866312694557,4.832698180602087,0.0,0.11276978987690209,3.0,0,2.1413913195145646,0.0,289.19981288405324
 0.03801175084130313,3.7982344668210075,4.832698180602087,0.0,0.11403525252390939,2.9999999999999836,0,2.2633818397566556,0.0,304.22292929126917
 0.038423245520982766,3.798281645712524,4.832698180602087,0.0,0.1152697365629483,2.999999999999983,0,2.3885679565965674,0.0,319.68073252589915
